E_beam_keV,d_Top,d_Middle,d_Bottom,d_Rm4,d_Rm8,d_Rm16,d_Rm5,d_Rm6,d_Rm7,d_Rm9,d_Rm10,d_Rm11,d_Rm12,d_Rm13,d_Rm14,d_Rm15,ratio_45_90_Rm4,ratio_45_90_Rm5,ratio_45_90_Rm6,ratio_45_90_Rm7,ratio_45_90_Rm8,ratio_45_90_Rm9,ratio_45_90_Rm10,ratio_45_90_Rm11,ratio_45_90_Rm12,ratio_45_90_Rm13,ratio_45_90_Rm14,ratio_45_90_Rm15,ratio_45_90_Rm16
19.61961961961962,2.581507823613087,2.2446657183499292,2.0341394025604553,2.581507823613087,2.2446657183499292,2.0341394025604553,2.4832350367527343,2.4029403233929445,2.3350521105639235,2.2351049285270532,2.1983041795877254,2.1650138527851097,2.1346221655437545,2.1066645234315597,2.080779789851772,2.0566816794131295,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
20.02002002002002,2.581507823613087,2.2446657183499292,2.0341394025604553,2.581507823613087,2.2446657183499292,2.0341394025604553,2.4832350367527343,2.4029403233929445,2.3350521105639235,2.2351049285270532,2.1983041795877254,2.1650138527851097,2.1346221655437545,2.1066645234315597,2.080779789851772,2.0566816794131295,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
20.42042042042042,2.581507823613087,2.2446657183499292,2.0341394025604553,2.581507823613087,2.2446657183499292,2.0341394025604553,2.4832350367527343,2.4029403233929445,2.3350521105639235,2.2351049285270532,2.1983041795877254,2.1650138527851097,2.1346221655437545,2.1066645234315597,2.080779789851772,2.0566816794131295,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
20.82082082082082,2.581507823613087,2.2446657183499292,2.0341394025604553,2.581507823613087,2.2446657183499292,2.0341394025604553,2.4832350367527343,2.4029403233929445,2.3350521105639235,2.2351049285270532,2.1983041795877254,2.1650138527851097,2.1346221655437545,2.1066645234315597,2.080779789851772,2.0566816794131295,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
21.22122122122122,2.581507823613087,2.2446657183499292,2.0341394025604553,2.581507823613087,2.2446657183499292,2.0341394025604553,2.4832350367527343,2.4029403233929445,2.3350521105639235,2.2351049285270532,2.1983041795877254,2.1650138527851097,2.1346221655437545,2.1066645234315597,2.080779789851772,2.0566816794131295,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
21.621621621621625,2.581507823613087,2.2446657183499292,2.0341394025604553,2.581507823613087,2.2446657183499292,2.0341394025604553,2.4832350367527343,2.4029403233929445,2.3350521105639235,2.2351049285270532,2.1983041795877254,2.1650138527851097,2.1346221655437545,2.1066645234315597,2.080779789851772,2.0566816794131295,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
22.022022022022025,2.581507823613087,2.2446657183499292,2.0341394025604553,2.581507823613087,2.2446657183499292,2.0341394025604553,2.4832350367527343,2.4029403233929445,2.3350521105639235,2.2351049285270532,2.1983041795877254,2.1650138527851097,2.1346221655437545,2.1066645234315597,2.080779789851772,2.0566816794131295,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
22.422422422422425,2.581507823613087,2.245802559316073,2.0341394025604553,2.581507823613087,2.245802559316073,2.0341394025604553,2.4834180272759445,2.4032728280601834,2.33551102763873,2.235576760158719,2.1986896095475874,2.165321122925577,2.1348580813595874,2.1068347996316827,2.0808892932600376,2.0567346047057526,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
22.822822822822825,2.581507823613087,2.2475704723215393,2.0341394025604553,2.581507823613087,2.2475704723215393,2.0341394025604553,2.4837025977088327,2.4037899094665507,2.3362246942720963,2.2363105103514505,2.199288995617432,2.1657989618614546,2.135224956455953,2.1070995978907927,2.0810595831294045,2.05681690936923,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
23.223223223223226,2.5827665503341177,2.250476365412354,2.0341394025604553,2.5827665503341177,2.250476365412354,2.0341394025604553,2.485125154121736,2.4053463244843534,2.3378942851277364,2.23777777434832,2.2004875746559396,2.1667544857902534,2.135958588454388,2.1076291091002943,2.0814001080067106,2.0569814921805074,0.4750108113739312,0.5143936442739805,0.5465717617369515,0.5737779723996,0.5973450640393555,0.6181327120999719,0.6367278969394048,0.6535492877562155,0.6689060144023758,0.6830328334953264,0.6961122250650243,0.7082888473024251,0.7196793167047798
