E_b_keV,C_45_Rm4_ground_truth,C_45_Rm5_ground_truth,C_45_Rm6_ground_truth,C_45_Rm7_ground_truth,C_45_Rm8_ground_truth,C_45_Rm9_ground_truth,C_45_Rm10_ground_truth,C_45_Rm11_ground_truth,C_45_Rm12_ground_truth,C_45_Rm13_ground_truth,C_45_Rm14_ground_truth,C_45_Rm15_ground_truth,C_45_Rm16_ground_truth,C_45_Rm4_2Dfit,Residual_Rm4,C_45_Rm5_2Dfit,Residual_Rm5,C_45_Rm6_2Dfit,Residual_Rm6,C_45_Rm7_2Dfit,Residual_Rm7,C_45_Rm8_2Dfit,Residual_Rm8,C_45_Rm9_2Dfit,Residual_Rm9,C_45_Rm10_2Dfit,Residual_Rm10,C_45_Rm11_2Dfit,Residual_Rm11,C_45_Rm12_2Dfit,Residual_Rm12,C_45_Rm13_2Dfit,Residual_Rm13,C_45_Rm14_2Dfit,Residual_Rm14,C_45_Rm15_2Dfit,Residual_Rm15,C_45_Rm16_2Dfit,Residual_Rm16
28.0,0.12388434516464752,0.1291471617869326,0.13288149809294472,0.1356419283333757,0.13607974172448814,0.13994608452993215,0.1417735385609332,0.14330732530377263,0.1446085707908294,0.14572216231827528,0.1466819022455559,0.1475137913384513,0.14823819556753157,0.12228104131127793,0.0016033038533695976,0.12811864282548674,0.0010285189614458734,0.132482842378806,0.00039865571413871814,0.13588823514927187,-0.0002463068158961579,0.13862742204430015,-0.002547680319812007,0.1408812012065901,-0.0009351166766579377,0.14276832354133914,-0.0009947849804059494,0.14437053019773557,-0.0010632048939629435,0.14574621823968573,-0.0011376474488563326,0.14693838801682613,-0.0012162256985508435,0.14797950695619497,-0.0012976047106390554,0.14889461385170738,-0.0013808225132560803,0.1497033711371032,-0.001465175569571625
29.0,0.12405155166131626,0.12933289731595823,0.13308290561603517,0.135856960073221,0.13628991924650233,0.14019001685326696,0.14203302685255154,0.14358129912098733,0.1448961117855837,0.1460224729536967,0.14699428266658307,0.147837621881616,0.14857292327579846,0.12252300125706403,0.0015285504042522324,0.1283781872473926,0.0009547100685656229,0.13275675436384635,0.00032615125218882213,0.13617429473585527,-0.00031733466263425547,0.13892400436197305,-0.0026340851154707245,0.14118706523088465,-0.0009970483776176875,0.1430824903351318,-0.001049463482580254,0.14469220776013822,-0.0011109086391508927,0.14607475259661282,-0.0011786408110291136,0.14727323001326761,-0.0012507570595709228,0.14832018891466517,-0.0013259062480820982,0.14924073268475424,-0.0014031108031382356,0.15005457582666284,-0.0014816525508643819
30.0,0.12435624504831028,0.12966451931195974,0.13343672504085793,0.13622968408047617,0.1366729169309727,0.1405960118666883,0.14245423053925507,0.14401641219688938,0.14534404877650395,0.14648231270003492,0.14746523311549484,0.14831899433727508,0.14906411311849793,0.12276262958909984,0.0015936154592104401,0.12863540005554813,0.0010291192564116092,0.13302833473513634,0.0004083903057215954,0.1364580227086883,-0.0002283386282121158,0.1392182550658956,-0.0025453381349229143,0.14149059764142882,-0.000894585774740525,0.1433943255151741,-0.0009400949759190147,0.14501155370879054,-0.0009951415119011653,0.1464009553397896,-0.0010569065632856645,0.14760574039595875,-0.0011234276959238287,0.14865853925938494,-0.0011933061438900994,0.14958451990405075,-0.0012655255667756715,0.1504034489024722,-0.0013393357839742714
31.0,0.124523451544979,0.12985792548935007,0.1336529407797427,0.13646616930876226,0.13695082585443594,0.14085934040707918,0.14272519597860864,0.14429427239448808,0.14562819206724772,0.14677222632807854,0.14776048108407477,0.14861920140815532,0.149368952966012,0.1229999263073853,0.0015235252375937064,0.12889028124995336,0.0009676442393967144,0.13329758349267604,0.0003553572870666766,0.136739419067771,-0.00027324975900874793,0.13951017415606787,-0.0025593483016319307,0.14179179843822273,-0.0009324580311435571,0.1437038290814661,-0.0009786331028574513,0.14532856804369254,-0.0010342956492044586,0.14672482646921606,-0.0010966344019683327,0.1479359191648996,-0.0011636928368210508,0.14899455799035446,-0.0012340769062796908,0.14992597550959694,-0.0013067741014416157,0.1507499903645312,-0.0013810373985192193
32.0,0.12482814493197306,0.13019252268168424,0.1340125038323828,0.13684721443010014,0.13733382353890633,0.14128209689918794,0.14316887920566634,0.14475729959656583,0.14610922186368255,0.14727010595312848,0.14827420815872533,0.14914789552598376,0.14991183410886588,0.12323489141192048,0.0015932535200525733,0.1291428308306083,0.0010496918510759512,0.1335645006364654,0.0004480031959173958,0.13701848381310344,-0.00017126938300329742,0.13979976163248983,-0.002465938093583503,0.14209066762126632,-0.0008085707220783778,0.14401100103400777,-0.0008421218283414245,0.14564325076484425,-0.0008859511682784149,0.14704636598489224,-0.000937144121209682,0.14826376632009006,-0.0009936603669615796,0.14932824510757364,-0.0010540369488483137,0.15026509950139283,-0.0011172039754090701,0.15109420021283995,-0.0011823661039740696
33.0,0.12499535142864174,0.130387649114774,0.13423204053142734,0.13708851091866156,0.1376117324623696,0.1415551169106682,0.14345284229394503,0.14505129971546046,0.14641249938320727,0.14758201420298642,0.1485941895317609,0.14947546393707564,0.15024656181713272,0.1234675249027053,0.0015278265259364432,0.12939304879751287,0.0009946003172611184,0.13382908616650446,0.0004029543649228806,0.13729521694468552,-0.0002067060260239617,0.14008701749516145,-0.0024752850327918463,0.14238720519055958,-0.0008320882798913964,0.14431584137279913,-0.0008629990788540931,0.14595560187224557,-0.0009043021567851084,0.14736557388681804,-0.0009530745036107624,0.14858928186153025,-0.0010072676585438367,0.1496596006110425,-0.0010654110792815974,0.1506018918794384,-0.0011264279423627566,0.15143607844739831,-0.0011895166302655913
34.0,0.12524616117364482,0.13067218635044503,0.13454560731388185,0.13742765474727545,0.1379867298411633,0.14193344082594325,0.14384592001647042,0.14545789425015937,0.14683157511426978,0.14801269063190017,0.1490357082900657,0.1499271646086341,0.15070786379907944,0.12369782677973984,0.0015483343939049765,0.12964093515066713,0.0010312511997778995,0.13409134008279316,0.00045426723108868416,0.1375696184625173,-0.0001419637152418607,0.1403719417440827,-0.002385211902919404,0.14268141114610253,-0.0007479703201592747,0.14461835009784016,-0.0007724300813697349,0.1462656213658967,-0.0008077271157373167,0.14768245017499357,-0.000850875060723788,0.14891246578922016,-0.0008997751573199819,0.1499886245007611,-0.0009529162106953759,0.15093635264373365,-0.0010091880350995563,0.1517756250682064,-0.0010677612691269711
35.0,0.1254672513123045,0.1309032863841017,0.13478394651918077,0.1376714554054867,0.13820490766885415,0.14219535277633497,0.1441205366233418,0.14574424668728134,0.14712884314010088,0.14832016996293174,0.1493527869972442,0.15025330559568784,0.15104259150734634,0.12392579704302405,0.0015414542692804428,0.1298864898900711,0.0010167964940306085,0.1343512623853316,0.0004326841338491705,0.13784168836659877,-0.0001702329611120712,0.14065453437925374,-0.002449626710399583,0.14297328548789517,-0.0007779327115602086,0.1449185272091309,-0.0007979905857891101,0.14657330924579737,-0.0008290625585160305,0.14799699484941875,-0.0008681517093178659,0.1492333181031597,-0.0009131481402279706,0.1503153167767293,-0.0009625297794851051,0.1512684817942786,-0.0010151761985907615,0.15211284007526418,-0.0010702485679178475
36.0,0.12571806105730754,0.13119193625293396,0.13510545275556912,0.13802210156399372,0.13858790535332452,0.1425940328298568,0.14453919787935607,0.1461813854060969,0.14758318412125124,0.1487906167265198,0.1498383856570817,0.1507532179859018,0.1515560747543778,0.12415143569255795,0.0015666253647495937,0.1301297130157247,0.0010622232372092533,0.13460885307411968,0.0004965996814494389,0.13811142665692988,-8.932509293615998e-05,0.14093479540067438,-0.0023468900473498644,0.14326282821593744,-0.0006687953860806395,0.1452163727066713,-0.0006771748273152189,0.14687866551194784,-0.0006972801058509337,0.14830920791009364,-0.0007260237888424004,0.14955183880334894,-0.0007612220768291322,0.15063967743894724,-0.0008012917818655263,0.1515982793310732,-0.0008450613451713995,0.15244772346857163,-0.0008916487141938378
37.0,0.12588526755397628,0.1313875468016987,0.13532592404176244,0.1382647520411026,0.13886581427678782,0.14286978022254532,0.14482681877593884,0.14647992763399006,0.14789184641007766,0.1491087147196752,0.15016532752372092,0.15108848644628825,0.15189921352728272,0.12437474272834152,0.0015105248256347542,0.13037060452762805,0.001016942274070648,0.1348641121491575,0.0004618118926049408,0.13837883333351075,-0.00011408129240814135,0.14121272480834476,-0.002346910531556945,0.14355003933022947,-0.0006802591076841558,0.1455118865904614,-0.0006850678145225719,0.1471816901643479,-0.0007017625303578356,0.1486190893570182,-0.0007272429469405428,0.14986802788978784,-0.0007593131701126299,0.15096170648741483,-0.0007963789636939167,0.15192574525411753,-0.0008372588078292831,0.15278027524812876,-0.0008810617208460381
38.0,0.12618996094097032,0.1317186564811121,0.13567875443746663,0.13863604318669104,0.13924881196125818,0.14327288897818324,0.14524415157812648,0.14691023401201986,0.14833408495581454,0.14956200415514528,0.15062891201338227,0.1515617103060919,0.15238150234041375,0.1245957181503748,0.0015942427905955153,0.13060916442578102,0.0011094920553310905,0.13511703961044497,0.0005617148270216643,0.13864390839634125,-7.865209650209648e-06,0.1414883226022648,-0.002239510641006609,0.14383491883077115,-0.0005620298525879086,0.14580506886050118,-0.0005609172823747011,0.14748238320299775,-0.0005721491909778942,0.14892663919019247,-0.0005925542343779289,0.1501818853624765,-0.0006198812073312243,0.15128140392213213,-0.0006524919087498582,0.15225087956341152,-0.0006891692573196273,0.1531104954139356,-0.0007289930735218386
