E_b_keV,C_45_Rm4_ground_truth,C_45_Rm5_ground_truth,C_45_Rm6_ground_truth,C_45_Rm7_ground_truth,C_45_Rm8_ground_truth,C_45_Rm9_ground_truth,C_45_Rm10_ground_truth,C_45_Rm11_ground_truth,C_45_Rm12_ground_truth,C_45_Rm13_ground_truth,C_45_Rm14_ground_truth,C_45_Rm15_ground_truth,C_45_Rm16_ground_truth,C_45_Rm4_2Dfit,Residual_Rm4,C_45_Rm5_2Dfit,Residual_Rm5,C_45_Rm6_2Dfit,Residual_Rm6,C_45_Rm7_2Dfit,Residual_Rm7,C_45_Rm8_2Dfit,Residual_Rm8,C_45_Rm9_2Dfit,Residual_Rm9,C_45_Rm10_2Dfit,Residual_Rm10,C_45_Rm11_2Dfit,Residual_Rm11,C_45_Rm12_2Dfit,Residual_Rm12,C_45_Rm13_2Dfit,Residual_Rm13,C_45_Rm14_2Dfit,Residual_Rm14,C_45_Rm15_2Dfit,Residual_Rm15,C_45_Rm16_2Dfit,Residual_Rm16
39.0,0.126357167437639,0.13190909216232202,0.13588923562219576,0.13886422044641428,0.13949288908359725,0.14353137970399324,0.14551588951772293,0.14719423100324852,0.14862950208909254,0.14986811940239678,0.15094509671469392,0.15188741165402497,0.1527162300486806,0.12481436195865776,0.0015428054789812379,0.13084539271018372,0.0010636994521383003,0.13536763545798214,0.0005216001642136259,0.13890665184542147,-4.2431399007197834e-05,0.14176158878243453,-0.0022686996988372787,0.14411746671756254,-0.0005860870135692975,0.14609591951679066,-0.0005800299990677271,0.1477807446278972,-0.0005865136246486768,0.14923185740961642,-0.0006023553205238841,0.1504934112214148,-0.0006252918190180201,0.1515987697430991,-0.0006536730284051884,0.15257368225895518,-0.0006862706049302059,0.1534383839659921,-0.0007221539173115077
40.0,0.12660797718264208,0.13219222405248995,0.13620008937982028,0.1391994337645846,0.13985249604384342,0.14390719841607152,0.1459089103688733,0.14760311022951572,0.1490531053468747,0.15030547519978343,0.15139536285895885,0.15234985043304047,0.15319018945799528,0.12503067415319036,0.001577303029451721,0.13107928938083607,0.0011129346716538813,0.13561589969176896,0.0005841896880513231,0.13916706368075132,3.237008383327744e-05,0.1420325233488539,-0.00218002730501049,0.14439768299060357,-0.0004904845745320463,0.14638443855932978,-0.00047552819045648675,0.14807677443904635,-0.0004736642095306276,0.14953474401529,-0.0004816386684153018,0.15080260546660276,-0.0004971302668193289,0.15191380395031576,-0.0005184410913569026,0.15289415334074852,-0.0005443029077080441,0.15376394090429824,-0.0005737514463029503
41.0,0.12682906732130178,0.1324306328227931,0.1364525381289674,0.13946367570620608,0.14011989609120598,0.14419297654806537,0.14620497127291307,0.14790855842430453,0.149367194295144,0.15062757257048978,0.1517249258747141,0.15268640787791235,0.1535333282309002,0.12524465473397273,0.0015844125873290538,0.13131085443773816,0.001119778385054948,0.1358618323118055,0.0005907058171618906,0.1394251439023309,3.853180387516919e-05,0.14230112630152306,-0.0021812302103170755,0.14467556764989434,-0.00048259110182896636,0.14667062598811864,-0.0004656547152055712,0.1483704726364452,-0.00046191421214067385,0.14983529900721332,-0.00046810471206931714,0.15110946809804043,-0.000481895527550652,0.15222650654378211,-0.0005015806690680247,0.1532122928087916,-0.000525884930879239,0.15408716622885416,-0.0005538379979539432
42.0,0.12702599342431384,0.13267550683843263,0.13674017958078113,0.13978999613206589,0.14050289377567635,0.14457981365929357,0.14661501742619917,0.14834018200313312,0.14981899950389727,0.15109835017556192,0.15221361697454325,0.15319207662569712,0.15405514088174802,0.1254563037010047,0.0015696897233091478,0.1315400878808899,0.0011354189575427387,0.13610543331809172,0.0006347462626894174,0.13968089251016017,0.00010910362190572065,0.1425673976404418,-0.002064503864765449,0.14495112069543475,-0.00037130703614118854,0.14695448180315715,-0.0003394643769579764,0.14866183922009374,-0.0003216572169606191,0.1501335223853863,-0.0003145228814890322,0.1514139991157278,-0.0003156489401658913,0.15253687752349815,-0.0003232605489549012,0.1535281006630843,-0.0003360240373871948,0.15440805993965967,-0.0003529190579116548
43.0,0.12719319992098255,0.13287063327152235,0.13695971627982567,0.1400312926206273,0.14078080269913962,0.1448528336707738,0.1468989805144779,0.14863418212202772,0.15012227702342198,0.15141025842541989,0.15253359834757885,0.15351964503678905,0.1543898685900149,0.1256656210542864,0.0015275788666961332,0.13176698971029133,0.0011036435612310214,0.13634670271062763,0.0006130135691980454,0.1399343095042391,9.698311638819956e-05,0.1428313373656103,-0.002050534666470677,0.14522434212722485,-0.00037150845645103625,0.14723600600444536,-0.00033702548996747406,0.14895087418999195,-0.0003166920679642249,0.15042941414980898,-0.0003071371263869971,0.1517161985196648,-0.00030594009424492197,0.15284491688946386,-0.00031131854188501396,0.15384157690362674,-0.0003219318668376825,0.15472662203671497,-0.000336753446700061
44.0,0.12739012602399466,0.13310578267229264,0.13722858432570892,0.1403304149658597,0.14109606898216093,0.1452087030543829,0.147282030469263,0.14904264843083753,0.1505546338761386,0.1518651716998019,0.15300989048524563,0.1540162681156766,0.15490588332251998,0.12587260679381773,0.001517519230176928,0.13199155992594241,0.0011142227463502297,0.13658564048941318,0.000642943836295734,0.14018539488456772,0.00014502008129199662,0.1430929454770284,-0.001996876494867461,0.14549523194526462,-0.00028652889088170985,0.14751519859198323,-0.0002331681227202287,0.1492375775461398,-0.00019492911530227808,0.15072297430048132,-0.00016834042434271668,0.15201606630985148,-0.00015089461004957894,0.15315062464167922,-0.00014073415643359177,0.1541527215304188,-0.0001364534147422214,0.15504285252001984,-0.00013696919749986436
45.0,0.1275156387716553,0.13326714965477393,0.13742213579168028,0.14055320531984883,0.1413739779056242,0.1454731968019581,0.14756018238795862,0.1493334427452179,0.1508572079098862,0.15217878272801263,0.15333389164322492,0.15435009044397707,0.1552490220954249,0.1260772609195988,0.0014383778520564994,0.1322137985278432,0.0010533511269307239,0.13682224665444845,0.0005998891372318294,0.140434148651146,0.00011905666870282161,0.14335222197469624,-0.0019782440690720438,0.1457637901495541,-0.00029059334759598543,0.1477920595657708,-0.0002318771778121731,0.14952194928853743,-0.0001885065433195332,0.15101420283740336,-0.00015699492751716781,0.15231360248628797,-0.00013481975827533965,0.15345400078014435,-0.00012010913691942737,0.1544615345434606,-0.00011144409948352085,0.15535675138957447,-0.00010772929414956667
46.0,0.12775425862367545,0.1335458583234568,0.13773590765515342,0.14089824220859898,0.14175697559009456,0.14586898384795863,0.14797660791405953,0.14976897769889058,0.15131055307343427,0.15264881906825387,0.15381964419983518,0.1548507013987155,0.15576373025478232,0.12627958343162954,0.0014746751920459156,0.1324337055159937,0.0011121528074631015,0.13705652120573342,0.0006793864494200053,0.14068057080397403,0.00021767140462494727,0.14360916685861375,-0.0018521912685191821,0.14603001674009328,-0.00016103289213464933,0.14806658892580807,-8.998101174853557e-05,0.14980398941718467,-3.501171829409233e-05,0.1513030997605751,7.453312859173611e-06,0.152608807048974,4.001201927986142e-05,0.1537550453048591,6.459889497609228e-05,0.15476801594275208,8.268545596343269e-05,0.15566831864537875,9.541160940357285e-05
47.0,0.12786758147835317,0.13368782269944185,0.13790345946733085,0.14108896136131696,0.14196715311210878,0.14610109970842897,0.1482275166156517,0.1500374804742639,0.15159561057510515,0.15294952063975453,0.15413518463846176,0.15518036305721114,0.15610686902768728,0.12647957432990994,0.0013880071484432266,0.13265128089039382,0.001036541809048025,0.137288464143268,0.0006149953240628392,0.14092466134305165,0.00016430001826531204,0.14386378012878093,-0.0018966270166721477,0.14629391171688208,-0.00019281200845311375,0.14833878667209496,-0.00011127005644326338,0.15008369793208162,-4.621745781771547e-05,0.15158966506999647,5.945505108684301e-06,0.15290167999790977,4.784064184476522e-05,0.1540537582158235,8.142642263825328e-05,0.1550721657282932,0.00010819732891795275,0.1559775542874327,0.00012931474025457135
48.0,0.1281083588335561,0.13396830335085605,0.1382186243357314,0.1414350259407848,0.14235015079657912,0.14649746909052852,0.14864443212767173,0.15047341635489708,0.15204927078419417,0.15341978916446897,0.1546210893662834,0.15568104884414033,0.15662157718704467,0.12667723361444005,0.0014311252191160362,0.1328665246510437,0.0011017786998123447,0.13751807546705236,0.0007005488686790406,0.14116642026837903,0.00026860567240577504,0.14411606178519784,-0.001765910988618724,0.14655547507992064,-5.800598939212365e-05,0.14860865280463162,3.5779323040108224e-05,0.15036107483322825,0.00011234152166883504,0.15187389876566756,0.0001753720185266039,0.1531922213330952,0.00022756783137375947,0.15435013951303767,0.0002709498532457444,0.15537398390008403,0.00030706494405630114,0.15628445831573637,0.00033711887130830065
49.0,0.12823171407803394,0.134127898350606,0.13841078279677535,0.14165678860405623,0.14262805972004242,0.14676138050200466,0.1489220940604483,0.15076380974231693,0.15235152977240088,0.15373316800820658,0.15494493835305134,0.15601479634025012,0.15696471595994965,0.12687256128521984,0.0013591527928140945,0.1330794367979432,0.001048461552662805,0.13774535517708633,0.0006654276196890185,0.14140584757995606,0.00025094102410017083,0.1443660118278644,-0.0017379521078219884,0.14681470682920883,-5.332632720417285e-05,0.1488761873234179,4.5906737030393385e-05,0.15063612012062458,0.00012768962169235065,0.15215580084758834,0.00019572892481253823,0.1534804310545304,0.0002527369536761692,0.15464418919650147,0.0003007491565498732,0.15567347045812452,0.0003413258821255982,0.1565890307302897,0.00037568522965994444
50.0,0.12848252382303701,0.13441688193024334,0.13873293326314007,0.14200836809447465,0.14301105740451278,0.14716194059500018,0.14934327671830316,0.1512040794294713,0.15280958258481742,0.1542078814880482,0.15543533502304285,0.1565200165314341,0.15748399712532385,0.12706555734224934,0.0014169664807876792,0.13329001733109247,0.001126864599150873,0.13797030327337007,0.0007626299897700028,0.14164294327778282,0.00036542481669182836,0.14461363025678067,-0.0016025728522678917,0.14707160696474675,9.033363025343077e-05,0.14914139022845394,0.00020188648984922897,0.15090883379427056,0.00029524563520075264,0.15243537131575882,0.00037421126905859414,0.15376630916221518,0.0004415723258330284,0.154935907266215,0.0004994277568278471,0.15597062540241477,0.0005493911290193332,0.15689127153109278,0.0005927255942310694
51.0,0.12859584667771476,0.13455858309770607,0.13889997695026574,0.1421983510980794,0.14322123492652694,0.14739257360743496,0.1495921967085844,0.15147011270869004,0.15309171244492614,0.154505217762222,0.15574709111563245,0.15684549175536183,0.15782256289221197,0.12725622178552845,0.0013396248921863085,0.13349826625049133,0.0010603168472147484,0.1381929197559034,0.0007070571943623427,0.14187770736185917,0.000320643736220233,0.1448589170719466,-0.00163768214541965,0.1473261754865343,6.639812090067365e-05,0.14940426151973957,0.00018793518884482885,0.15117921585416624,0.00029089685452379777,0.15271261017017893,0.00037910227474721725,0.15404985565614968,0.0004553621060723323,0.15522529372217816,0.0005217973934542874,0.15626544873295461,0.0005800430224072173,0.15719118071814545,0.0006313821740665249
52.0,0.12879277278072682,0.1348044488454564,0.13918953294468522,0.14252744522863345,0.14360423261099733,0.14778499787822558,0.15000973604198858,0.15191104099624378,0.15355454858885093,0.1549886753268647,0.1562500410907079,0.15736693439053637,0.15836160597644458,0.12744455461505733,0.0013482181656694903,0.13370418355613992,0.0011002652893164766,0.13841320462468645,0.0007763283199987703,0.1421101398321853,0.0004173053964481588,0.14510187227336221,-0.0014976396623648802,0.14757841239457156,0.00020658548365401486,0.14966480119727493,0.0003449348447136513,0.15144726630031163,0.0004637746959321454,0.1529875174108488,0.0005670311780021364,0.15433107053633388,0.0006576047905308136,0.15551234856439103,0.0007376925263168632,0.1565579404497442,0.0008089939407921742,0.15748875829144787,0.0008728476849967082
