B_0_vac,B_m,N_rho,Rev_per_vol_opt,n_20_opt,E_b100_opt,P_nbi_opt,NWL_at_opt_Rev_per_vol,a_0_opt,a_0_limit_opt,L_mirror_opt,V_plasma_opt,a_w_opt,B_w_opt,q_w_opt
6.25,28,15,4936843172.143764,2.8674119071476283,0.5687374749498998,14.668333121320083,1.0971431456084864,0.1,eng,3.002000543204385,0.064839436171314,0.7685767172117469,0.09773101776641246,3.6719863951488674
6.5,28,15,4913028973.540471,2.8966683366733466,0.6148296593186373,14.895771235336275,1.1643351072909032,0.10000853540054659,DCLC,3.0002560620163976,0.06517316804594145,0.7683533724048226,0.10161408330485636,3.736682732298247
6.75,28,15,4886518918.953282,2.8380824148296586,0.6649298597194389,14.226408825332824,1.154712849699917,0.1,eng,3.000947690316786,0.06553642558763023,0.7684419288986261,0.10567309241673652,3.5728614365546925
7.0,28,15,4861140490.982494,2.906646626586506,0.7110220440881763,14.939058222775174,1.2393720965587867,0.1,eng,3.0038488276208253,0.06589943012933083,0.7688132810903663,0.10927429960033419,3.7515541802518078
2.5,22,18,,,,,,,,,,,,
2.75,22,18,,,,,,,,,,,,
3.0,22,18,,,,,,,,,,,,
3.25,22,18,,,,,,,,,,,,
3.5,22,18,,,,,,,,,,,,
3.75,22,18,,,,,,,,,,,,
4.0,22,18,,,,,,,,,,,,
4.25,22,18,,,,,,,,,,,,
4.5,22,18,,,,,,,,,,,,
4.75,22,18,,,,,,,,,,,,
5.0,22,18,,,,,,,,,,,,
5.25,22,18,,,,,,,,,,,,
5.5,22,18,,,,,,,,,,,,
5.75,22,18,,,,,,,,,,,,
6.0,22,18,,,,,,,,,,,,
6.25,22,18,,,,,,,,,,,,
6.5,22,18,,,,,,,,,,,,
6.75,22,18,,,,,,,,,,,,
7.0,22,18,,,,,,,,,,,,
2.5,25,18,,,,,,,,,,,,
2.75,25,18,,,,,,,,,,,,
3.0,25,18,,,,,,,,,,,,
3.25,25,18,,,,,,,,,,,,
3.5,25,18,,,,,,,,,,,,
